New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Interacting Proteins	Pathogen Taxon	Disease	Host Taxon	Host Target Protein	Cotyledons	Tissue	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	Inducer CAS IDs	Inducer ChEBI IDs	Anti-Infectives	Anti-Infective CAS IDs	Anti-Infective ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Host Response	Experiment Specifications	Curators	Approver	Species Experts	PubMed IDs	Curation Date
PHI:I1448	PHI:1468	Q4HTT1	GzCCAAT008	HTA1;FGSG_11627	Histone H2A	DS231668		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:nucleosome [GO:0000786]; GO:0000786: nucleus [GO:0005634]; GO:0005634: DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1449	PHI:1469	I1R9Z0	GzHMG001	FGSG_00307	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1450	PHI:1470	Q4IQX3	GzHMG002	NHP6;FGSG_00385	Non-histone chromosomal protein 6	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:chromosome [GO:0005694]; GO:0006281: cytosol [GO:0005829]; GO:0005694: nucleus [GO:0005634]; GO:0005829: DNA binding [GO:0003677]; GO:0005634: DNA repair [GO:0006281]; GO:0006355: regulation of transcription, DNA-templated [GO:0006355]; GO:0006351: transcription, DNA-templated [GO:0006351]		POO:0000002:reduced virulence	In Vitro Growth:Reduced;Sexual Spores:Defective;Vegetative Spores:Defective																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1451	PHI:1471	I1RAY3	GzHMG003	FGSG_00678	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:nucleus [GO:0005634]; GO:0005634: DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1452	PHI:1472	I1RAZ9	GzHMG004	FGSG_00696	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Vegetative Spores:Wild Type;Sexual Spores:Aberrant																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1453	PHI:1473	I1RB25	GzHMG005	FGSG_00729	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000002:reduced virulence	In Vitro Growth:Wild Type;Sexual Spores:Reduced;Vegetative Spores:Reduced																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1454	PHI:1474	I1RB89	GzHMG006	SLX4;FGSG_00799	Structure-specific endonuclease subunit SLX4	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0017108:Slx1-Slx4 complex [GO:0033557]; GO:0006310: 5'-flap endonuclease activity [GO:0017108]; GO:0006281: DNA recombination [GO:0006310]; GO:0006260: DNA repair [GO:0006281]; GO:0033557: DNA replication [GO:0006260]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1455	PHI:1475	I1RBB7	GzHMG007	FGSG_00829	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003688:mitotic spindle pole body [GO:0044732]; GO:0044732: nucleus [GO:0005634]; GO:0005634: DNA replication origin binding [GO:0003688]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1456	PHI:1476	I1RC98	GzHMG008	FGSG_01201	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1457	PHI:1477	I1RCK8	GzHMG009	FGSG_01327	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1458	PHI:1478	I1RCP3	GzHMG010	FGSG_01366	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Vegetative Spores:Wild Type;Sexual Spores:Defective																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1459	PHI:1479	I1RD01	GzHMG011	FGSG_01488	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1460	PHI:1480	I1RD25	GzHMG012	FGSG_01512	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1461	PHI:1481	I1RE60	GzHMG013	FGSG_01934	Uncharacterized protein	DS231663		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:chromosome, centromeric core domain [GO:0034506]; GO:0051315: cytosol [GO:0005829]; GO:0051456: mitotic spindle [GO:0072686]; GO:0034506: monopolin complex [GO:0033551]; GO:0005829: nucleus [GO:0005634]; GO:0072686: DNA binding [GO:0003677]; GO:0033551: attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; GO:0005634: attachment of spindle microtubules to kinetochore involved in meiotic sister chromatid segregation [GO:0051456]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1462	PHI:1482	I1RKH7	GzHMG014	FGSG_04379	Uncharacterized protein	DS231664		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0046872: metal ion binding [GO:0046872]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1463	PHI:1483	I1RKY5	GzHMG015	FGSG_04557	Uncharacterized protein	DS231664		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1464	PHI:1484	I1RMG1	GzHMG016	FGSG_05151	Uncharacterized protein	DS231665		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1465	PHI:1485	I1RMP0	GzHMG017	FGSG_05233	Uncharacterized protein	DS231665		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:condensed nuclear chromosome kinetochore [GO:0000778]; GO:0000778: nuclear pericentric heterochromatin [GO:0031618]; GO:0007076: spindle midzone [GO:0051233]; GO:0000281: DNA binding [GO:0003677]; GO:0000022: mitotic chromosome condensation [GO:0007076]; GO:0031618: mitotic cytokinesis [GO:0000281]; GO:0034501: mitotic spindle elongation [GO:0000022]; GO:0034503: protein localization to kinetochore [GO:0034501]; GO:0007088: protein localization to nucleolar rDNA repeats [GO:0034503]; GO:0006355: regulation of mitotic nuclear division [GO:0007088]; GO:0051233: regulation of transcription, DNA-templated [GO:0006355]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1466	PHI:1486	I1RNM1	GzHMG018	FGSG_05604	Uncharacterized protein	DS231665		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Vegetative Spores:Wild Type;Sexual Spores:Aberrant																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1467	PHI:1487	I1RQ92	GzHMG019	FGSG_06231	Uncharacterized protein	DS231665		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0006270:DNA replication preinitiation complex [GO:0031261]; GO:0003688: nuclear origin of replication recognition complex [GO:0005664]; GO:0031261: nuclear pre-replicative complex [GO:0005656]; GO:0006265: DNA replication origin binding [GO:0003688]; GO:0030466: zinc ion binding [GO:0008270]; GO:0005664: chromatin silencing at silent mating-type cassette [GO:0030466]; GO:0005656: DNA replication initiation [GO:0006270]; GO:1902597: DNA topological change [GO:0006265]; GO:0006267: positive regulation of DNA replication origin binding [GO:1902597]; GO:0008270: pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1468	PHI:1488	I1RSA6	GzHMG020	FGSG_07020	Uncharacterized protein	DS231666		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0006355: zinc ion binding [GO:0008270]; GO:0008270: regulation of transcription, DNA-templated [GO:0006355]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1469	PHI:1489	I1RSJ5	GzHMG021	FGSG_07116	Uncharacterized protein	DS231666		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot				POO:0000003:unaffected pathogenicity	Sexual Spores:Wild Type;Vegetative Spores:Wild Type;In Vitro Growth:Reduced																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
PHI:I1470	PHI:1490	I1RSM1	GzHMG022	FGSG_07144	Uncharacterized protein	DS231666		229533:Fusarium graminearum PH-1		4564:Triticum		Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0006355: regulation of transcription, DNA-templated [GO:0006355]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type																ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-09-01
