
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0016787	hydrolase activity	IEA	Function	
GO:0042777	plasma membrane ATP synthesis coupled proton transport	IEA	Process	
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	IEA	Component	
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	IEA	Function	

UniProt accession:Q59TT3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003824	catalytic activity	IEA	Function	
GO:0004630	phospholipase D activity	IMP	Function	
GO:0008152	metabolic process	IEA	Process	
GO:0009267	cellular response to starvation	IMP	Process	
GO:0009405	pathogenesis	IMP	Process	
GO:0030447	filamentous growth	IMP	Process	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	Process	
GO:0036171	filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	Process	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	Process	

UniProt accession:Q9L8G8
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003677	DNA binding	IEA	Function	
GO:0006351	transcription, DNA-templated	IEA	Process	
GO:0006355	regulation of transcription, DNA-templated	IEA	Process	

UniProt accession:Q59UR3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003677	DNA binding	IEA	Function	
GO:0006355	regulation of transcription, DNA-templated	IMP	Process	
GO:0007155	cell adhesion	IGI	Process	
GO:0009405	pathogenesis	IMP	Process	
GO:0016514	SWI/SNF complex	IGI	Component	
GO:0030447	filamentous growth	IMP	Process	
GO:0035690	cellular response to drug	IMP	Process	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	Process	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	Process	
GO:0036244	cellular response to neutral pH	IMP	Process	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	Process	
GO:0044212	transcription regulatory region DNA binding	IBA	Function	
GO:0044406	adhesion of symbiont to host	IGI	Process	
GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	IMP	Process	
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	Process	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	Process	
GO:1900461	positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter	IGI	Process	
GO:2000220	regulation of pseudohyphal growth	IGI	Process	

UniProt accession:Q5ABD7
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0004721	phosphoprotein phosphatase activity	IEA	Function	
GO:0004723	calcium-dependent protein serine/threonine phosphatase activity	ISS	Function	
GO:0005955	calcineurin complex	ISS	Component	
GO:0008152	metabolic process	IEA	Process	
GO:0009267	cellular response to starvation	IMP	Process	
GO:0009405	pathogenesis	IMP	Process	
GO:0016311	dephosphorylation	IEA	Process	
GO:0016311	dephosphorylation	ISS	Process	
GO:0016787	hydrolase activity	IEA	Function	
GO:0030447	filamentous growth	IMP	Process	
GO:0030448	hyphal growth	IMP	Process	
GO:0031505	fungal-type cell wall organization	IMP	Process	
GO:0035690	cellular response to drug	IMP	Process	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	Process	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	Process	
GO:0042981	regulation of apoptotic process	IMP	Process	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	Process	
GO:0071473	cellular response to cation stress	IMP	Process	

UniProt accession:B6VCT7
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0006914	autophagy	IEA	Process	

UniProt accession:Q4G495
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0004650	polygalacturonase activity	IEA	Function	
GO:0005576	extracellular region	IEA	Component	
GO:0005975	carbohydrate metabolic process	IEA	Process	
GO:0008152	metabolic process	IEA	Process	
GO:0016787	hydrolase activity	IEA	Function	
GO:0016798	hydrolase activity, acting on glycosyl bonds	IEA	Function	
GO:0071555	cell wall organization	IEA	Process	

UniProt accession:Q9C1Q7
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000155	phosphorelay sensor kinase activity	IEA	Function	
GO:0000160	phosphorelay signal transduction system	IEA	Process	
GO:0004871	signal transducer activity	IEA	Function	
GO:0007165	signal transduction	IEA	Process	
GO:0016020	membrane	IEA	Component	
GO:0016301	kinase activity	IEA	Function	
GO:0016310	phosphorylation	IEA	Process	
GO:0016772	transferase activity, transferring phosphorus-containing groups	IEA	Function	
GO:0023014	signal transduction by phosphorylation	IEA	Process	

UniProt accession:Q5A2T6
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0005737	cytoplasm	IDA	Component	
GO:0005886	plasma membrane	IDA	Component	
GO:0009986	cell surface	IDA	Component	
GO:0015891	siderophore transport	ISS	Process	
GO:0035690	cellular response to drug	IMP	Process	
GO:0042928	ferrichrome transport	IGI	Process	
GO:0042928	ferrichrome transport	IEP	Process	
GO:0042928	ferrichrome transport	IMP	Process	
GO:0042929	ferrichrome transporter activity	IGI	Function	
GO:0042929	ferrichrome transporter activity	IMP	Function	

UniProt accession:Q2V9X3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity	IEA	Function	
GO:0003677	DNA binding	IEA	Function	
GO:0003700	sequence-specific DNA binding transcription factor activity	IEA	Function	
GO:0005634	nucleus	IEA	Component	
GO:0006351	transcription, DNA-templated	IEA	Process	
GO:0006355	regulation of transcription, DNA-templated	IEA	Process	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	Process	
GO:0006366	transcription from RNA polymerase II promoter	IEA	Process	
GO:0008270	zinc ion binding	IEA	Function	
GO:0046872	metal ion binding	IEA	Function	

UniProt accession:Q96VL3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000166	nucleotide binding	IEA	Function	
GO:0005525	GTP binding	IEA	Function	
GO:0007264	small GTPase mediated signal transduction	IEA	Process	
GO:0015031	protein transport	IEA	Process	

UniProt accession:I1RE92
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0005737	cytoplasm	IEA	Component	
GO:0017089	glycolipid transporter activity	IEA	Function	
GO:0046836	glycolipid transport	IEA	Process	
GO:0051861	glycolipid binding	IEA	Function	

UniProt accession:Q0PND3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0006629	lipid metabolic process	IEA	Process	
GO:0008152	metabolic process	IEA	Process	

UniProt accession:Q5ACU3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000030	mannosyltransferase activity	IEA	Function	
GO:0000030	mannosyltransferase activity	IMP	Function	
GO:0000030	mannosyltransferase activity	IGI	Function	
GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	IEA	Function	
GO:0005783	endoplasmic reticulum	IEA	Component	
GO:0005789	endoplasmic reticulum membrane	IEA	Component	
GO:0005886	plasma membrane	IDA	Component	
GO:0006486	protein glycosylation	IEA	Process	
GO:0006493	protein O-linked glycosylation	IEA	Process	
GO:0006493	protein O-linked glycosylation	IGI	Process	
GO:0006493	protein O-linked glycosylation	IMP	Process	
GO:0009267	cellular response to starvation	IMP	Process	
GO:0009405	pathogenesis	IMP	Process	
GO:0016020	membrane	IEA	Component	
GO:0016021	integral component of membrane	IEA	Component	
GO:0016740	transferase activity	IEA	Function	
GO:0016757	transferase activity, transferring glycosyl groups	IEA	Function	
GO:0030447	filamentous growth	IMP	Process	
GO:0031505	fungal-type cell wall organization	IMP	Process	
GO:0031589	cell-substrate adhesion	IMP	Process	
GO:0035269	protein O-linked mannosylation	IMP	Process	
GO:0035690	cellular response to drug	IMP	Process	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	Process	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	Process	
GO:0044117	growth of symbiont in host	IMP	Process	
GO:0045861	negative regulation of proteolysis	IMP	Process	

UniProt accession:Q8Z6N6
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0009306	protein secretion	IEA	Process	
GO:0016020	membrane	IEA	Component	
GO:0016021	integral component of membrane	IEA	Component	

UniProt accession:I1RS33
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000166	nucleotide binding	IEA	Function	
GO:0004672	protein kinase activity	IEA	Function	
GO:0004674	protein serine/threonine kinase activity	IEA	Function	
GO:0005524	ATP binding	IEA	Function	
GO:0006468	protein phosphorylation	IEA	Process	
GO:0016301	kinase activity	IEA	Function	
GO:0016310	phosphorylation	IEA	Process	
GO:0016740	transferase activity	IEA	Function	
GO:0016772	transferase activity, transferring phosphorus-containing groups	IEA	Function	

UniProt accession:X5IFG8
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003824	catalytic activity	IEA	Function	
GO:0008152	metabolic process	IEA	Process	
GO:0009058	biosynthetic process	IEA	Process	
GO:0016740	transferase activity	IEA	Function	
GO:0016788	hydrolase activity, acting on ester bonds	IEA	Function	

UniProt accession:G4NHF4
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003824	catalytic activity	IEA	Function	
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	IEA	Function	
GO:0005575	cellular_component	ND	Component	
GO:0005992	trehalose biosynthetic process	IEA	Process	

UniProt accession:Q9P880
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000287	magnesium ion binding	IEA	Function	
GO:0003824	catalytic activity	IEA	Function	
GO:0004016	adenylate cyclase activity	IEA	Function	
GO:0006171	cAMP biosynthetic process	IEA	Process	
GO:0007165	signal transduction	IEA	Process	
GO:0009190	cyclic nucleotide biosynthetic process	IEA	Process	
GO:0016849	phosphorus-oxygen lyase activity	IEA	Function	
GO:0035556	intracellular signal transduction	IEA	Process	

UniProt accession:P0CL09
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003677	DNA binding	IEA	Function	
GO:0003700	sequence-specific DNA binding transcription factor activity	IEA	Function	
GO:0006351	transcription, DNA-templated	IEA	Process	
GO:0006355	regulation of transcription, DNA-templated	IEA	Process	
GO:0043565	sequence-specific DNA binding	IEA	Function	

UniProt accession:B6VCT9
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000165	MAPK cascade	IEA	Process	
GO:0000166	nucleotide binding	IEA	Function	
GO:0000186	activation of MAPKK activity	IEA	Process	
GO:0004672	protein kinase activity	IEA	Function	
GO:0004674	protein serine/threonine kinase activity	IEA	Function	
GO:0004709	MAP kinase kinase kinase activity	IEA	Function	
GO:0005524	ATP binding	IEA	Function	
GO:0006468	protein phosphorylation	IEA	Process	
GO:0007165	signal transduction	IEA	Process	
GO:0016301	kinase activity	IEA	Function	
GO:0016310	phosphorylation	IEA	Process	
GO:0016740	transferase activity	IEA	Function	
GO:0016772	transferase activity, transferring phosphorus-containing groups	IEA	Function	

UniProt accession:Q5ABP4
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0004721	phosphoprotein phosphatase activity	IEA	Function	
GO:0004723	calcium-dependent protein serine/threonine phosphatase activity	ISS	Function	
GO:0005955	calcineurin complex	ISS	Component	
GO:0008152	metabolic process	IEA	Process	
GO:0009267	cellular response to starvation	IMP	Process	
GO:0009405	pathogenesis	IMP	Process	
GO:0016311	dephosphorylation	IEA	Process	
GO:0016311	dephosphorylation	ISS	Process	
GO:0016787	hydrolase activity	IEA	Function	
GO:0030447	filamentous growth	IMP	Process	
GO:0030448	hyphal growth	IMP	Process	
GO:0031505	fungal-type cell wall organization	IMP	Process	
GO:0035690	cellular response to drug	IMP	Process	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	Process	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	Process	
GO:0042981	regulation of apoptotic process	IMP	Process	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	Process	
GO:0071473	cellular response to cation stress	IMP	Process	

UniProt accession:E3QRA4
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0005507	copper ion binding	IEA	Function	
GO:0016491	oxidoreductase activity	IEA	Function	
GO:0046872	metal ion binding	IEA	Function	
GO:0055114	oxidation-reduction process	IEA	Process	

UniProt accession:G4MWS3
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000272	polysaccharide catabolic process	IEA	Process	
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	IEA	Function	
GO:0005575	cellular_component	ND	Component	
GO:0005576	extracellular region	IEA	Component	
GO:0005975	carbohydrate metabolic process	IEA	Process	
GO:0008152	metabolic process	IEA	Process	
GO:0016787	hydrolase activity	IEA	Function	
GO:0016798	hydrolase activity, acting on glycosyl bonds	IEA	Function	
GO:0031176	endo-1,4-beta-xylanase activity	IEA	Function	
GO:0045493	xylan catabolic process	IEA	Process	

UniProt accession:D7I202
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0005216	ion channel activity	IEA	Function	
GO:0005249	voltage-gated potassium channel activity	IEA	Function	
GO:0006810	transport	IEA	Process	
GO:0006811	ion transport	IEA	Process	
GO:0006813	potassium ion transport	IEA	Process	
GO:0008076	voltage-gated potassium channel complex	IEA	Component	
GO:0016020	membrane	IEA	Component	
GO:0016021	integral component of membrane	IEA	Component	
GO:0034220	ion transmembrane transport	IEA	Process	
GO:0055085	transmembrane transport	IEA	Process	
GO:0071805	potassium ion transmembrane transport	IEA	Process	

UniProt accession:D0ZWR8
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0005576	extracellular region	IEA	Component	
GO:0005737	cytoplasm	IEA	Component	
GO:0006810	transport	IEA	Process	
GO:0009405	pathogenesis	IEA	Process	
GO:0015031	protein transport	IEA	Process	

UniProt accession:Q4VSJ8
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0007165	signal transduction	IEA	Process	
GO:0008152	metabolic process	IEA	Process	
GO:0009372	quorum sensing	IEA	Process	
GO:0016740	transferase activity	IEA	Function	
GO:0061579	N-acyl homoserine lactone synthase activity	IEA	Function	

UniProt accession:G4MKW8
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003674	molecular_function	ND	Function	
GO:0005575	cellular_component	ND	Component	
GO:0008150	biological_process	ND	Process	

UniProt accession:A4QYF9
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003674	molecular_function	ND	Function	
GO:0005575	cellular_component	ND	Component	
GO:0005634	nucleus	IEA	Component	
GO:0008150	biological_process	ND	Process	

UniProt accession:Q99324
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	IEA	Function	
GO:0005975	carbohydrate metabolic process	IEA	Process	
GO:0008152	metabolic process	IEA	Process	
GO:0008422	beta-glucosidase activity	IEA	Function	
GO:0016787	hydrolase activity	IEA	Function	
GO:0016798	hydrolase activity, acting on glycosyl bonds	IEA	Function	

UniProt accession:G4NDX0
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003677	DNA binding	IEA	Function	
GO:0005634	nucleus	IEA	Component	
GO:0006355	regulation of transcription, DNA-templated	IEA	Process	
GO:0043565	sequence-specific DNA binding	IEA	Function	

UniProt accession:I0ISN4
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003677	DNA binding	IEA	Function	
GO:0003700	sequence-specific DNA binding transcription factor activity	IEA	Function	
GO:0005622	intracellular	IEA	Component	
GO:0006351	transcription, DNA-templated	IEA	Process	
GO:0006355	regulation of transcription, DNA-templated	IEA	Process	

UniProt accession:J5JDI1
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0000030	mannosyltransferase activity	IEA	Function	
GO:0006486	protein glycosylation	IEA	Process	
GO:0016020	membrane	IEA	Component	
GO:0016740	transferase activity	IEA	Function	
GO:0016757	transferase activity, transferring glycosyl groups	IEA	Function	
GO:0097502	mannosylation	IEA	Process	

UniProt accession:P67267
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0003677	DNA binding	IEA	Function	
GO:0005737	cytoplasm	IEA	Component	
GO:0009295	nucleoid	IEA	Component	
GO:0043590	bacterial nucleoid	IEA	Component	

UniProt accession:O93920
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0004435	phosphatidylinositol phospholipase C activity	IEA	Function	
GO:0004871	signal transducer activity	IEA	Function	
GO:0006629	lipid metabolic process	IEA	Process	
GO:0007165	signal transduction	IEA	Process	
GO:0008081	phosphoric diester hydrolase activity	IEA	Function	
GO:0016042	lipid catabolic process	IEA	Process	
GO:0016787	hydrolase activity	IEA	Function	
GO:0035556	intracellular signal transduction	IEA	Process	

UniProt accession:G4MZY1
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0005575	cellular_component	ND	Component	
GO:0008152	metabolic process	IEA	Process	
GO:0016491	oxidoreductase activity	IEA	Function	
GO:0055114	oxidation-reduction process	IEA	Process	

UniProt accession:P0CY28
GO ID	Go Term	GO Evidence Code	GO Aspect
GO:0004190	aspartic-type endopeptidase activity	IEA	Function	
GO:0005576	extracellular region	IEA	Component	
