
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code
GO:0006873	cellular ion homeostasis	IEA	
GO:0008150	biological_process	ND	
GO:0008152	metabolic process	IEA	
GO:0016311	dephosphorylation	IEA	
GO:0031505	fungal-type cell wall organization	IEA	

UniProt accession:Q59ZY7
GO ID	Go Term	GO Evidence Code
GO:0006470	protein dephosphorylation	IEA	
GO:0006470	protein dephosphorylation	IBA	
GO:0009405	pathogenesis	IMP	
GO:0016311	dephosphorylation	IEA	
GO:0030447	filamentous growth	IMP	
GO:0035335	peptidyl-tyrosine dephosphorylation	IEA	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0040010	positive regulation of growth rate	IMP	

UniProt accession:I1RP15
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q523C3
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	RCA	
GO:0006508	proteolysis	IEA	
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:D4I7B7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0018106	peptidyl-histidine phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q8TGB2
GO ID	Go Term	GO Evidence Code
GO:0006505	GPI anchor metabolic process	IMP	
GO:0006506	GPI anchor biosynthetic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:L8AYM6
GO ID	Go Term	GO Evidence Code
GO:0006171	cAMP biosynthetic process	IEA	

UniProt accession:B6E222
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0032259	methylation	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:Q99079
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:D7HVA7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RLH1
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q59KJ7
GO ID	Go Term	GO Evidence Code
GO:0006486	protein glycosylation	IEA	
GO:0035268	protein mannosylation	IMP	
GO:0046354	mannan biosynthetic process	IMP	

UniProt accession:Q00663
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:H9L495
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0009306	protein secretion	IEA	

UniProt accession:C5BEV2
GO ID	Go Term	GO Evidence Code
GO:0006544	glycine metabolic process	IEA	
GO:0006545	glycine biosynthetic process	IEA	
GO:0006563	L-serine metabolic process	IEA	
GO:0006730	one-carbon metabolic process	IEA	
GO:0008652	cellular amino acid biosynthetic process	IEA	
GO:0019264	glycine biosynthetic process from serine	IEA	
GO:0035999	tetrahydrofolate interconversion	IEA	

UniProt accession:Q1HGK2
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P0C6Q6
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006811	ion transport	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q5H2X8
GO ID	Go Term	GO Evidence Code
GO:0006260	DNA replication	IEA	

UniProt accession:Q4WUL6
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0008652	cellular amino acid biosynthetic process	IEA	
GO:0009085	lysine biosynthetic process	IEA	
GO:0009085	lysine biosynthetic process	IMP	
GO:0010106	cellular response to iron ion starvation	IEP	
GO:0019878	lysine biosynthetic process via aminoadipic acid	IEA	

UniProt accession:Q156F4
GO ID	Go Term	GO Evidence Code
GO:0005991	trehalose metabolic process	IEA	
GO:0005993	trehalose catabolic process	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:P87033
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q0P928
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:I1RUC7
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:I1S0C0
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q8TFN5
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	

UniProt accession:L7JE74
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:D2E9W9
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:G4N2V0
GO ID	Go Term	GO Evidence Code
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q9Y7E5
GO ID	Go Term	GO Evidence Code
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:I1REF2
GO ID	Go Term	GO Evidence Code
GO:0002098	tRNA wobble uridine modification	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0016573	histone acetylation	IEA	

UniProt accession:Q99078
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	
GO:0018108	peptidyl-tyrosine phosphorylation	IEA	

UniProt accession:F8R4Y0
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009058	biosynthetic process	IEA	

UniProt accession:Q06562
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0045493	xylan catabolic process	IEA	

UniProt accession:P40612
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:G4N2B2
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0043581	mycelium development	IEP	

UniProt accession:Q2VLJ1
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:G4NIP8
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IMP	
GO:0043581	mycelium development	IEP	
GO:0055085	transmembrane transport	IEA	

UniProt accession:B2SME5
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q2VF46
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:C4YDI6
GO ID	Go Term	GO Evidence Code
GO:0007049	cell cycle	IEA	
GO:0007264	small GTPase mediated signal transduction	IEA	
GO:0009405	pathogenesis	IEA	
GO:0051301	cell division	IEA	

UniProt accession:I1RT06
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:I1RCM6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q870A3
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4MV04
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q4ZY22
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006352	DNA-templated transcription, initiation	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:D7HWR0
GO ID	Go Term	GO Evidence Code
GO:0019646	aerobic electron transport chain	IEA	
GO:0022904	respiratory electron transport chain	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:1902600	hydrogen ion transmembrane transport	IEA	

UniProt accession:P87025
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0042438	melanin biosynthetic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RKR8
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:B2SRG8
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:I1RHA1
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:I1RBR4
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:I1RGH4
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q66EI1
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q51MW4
GO ID	Go Term	GO Evidence Code
GO:0000045	autophagic vacuole assembly	IEA	
GO:0000422	mitochondrion degradation	IEA	
GO:0006810	transport	IEA	
GO:0006888	ER to Golgi vesicle-mediated transport	IEA	
GO:0006914	autophagy	IEA	
GO:0009405	pathogenesis	IMP	
GO:0015031	protein transport	IEA	
GO:0016239	positive regulation of macroautophagy	IMP	
GO:0032258	CVT pathway	IEA	
GO:0034727	piecemeal microautophagy of nucleus	IEA	
GO:0048102	autophagic cell death	IMP	

UniProt accession:Q0UF61
GO ID	Go Term	GO Evidence Code
GO:0005992	trehalose biosynthetic process	IEA	

UniProt accession:Q5AAL9
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0031589	cell-substrate adhesion	IMP	

UniProt accession:Q01905
GO ID	Go Term	GO Evidence Code
GO:0006952	defense response	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:O13352
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q8Z6N0
GO ID	Go Term	GO Evidence Code
GO:0006200	ATP catabolic process	IEA	
GO:0006754	ATP biosynthetic process	IEA	
GO:0009058	biosynthetic process	IEA	
GO:0030254	protein secretion by the type III secretion system	IEA	
GO:1902600	hydrogen ion transmembrane transport	IEA	

UniProt accession:A4ULI8
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0032259	methylation	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:Q9SZA7
GO ID	Go Term	GO Evidence Code
GO:0006612	protein targeting to membrane	RCA	
GO:0006952	defense response	IEA	
GO:0009963	positive regulation of flavonoid biosynthetic process	RCA	
GO:0010363	regulation of plant-type hypersensitive response	RCA	
GO:0031348	negative regulation of defense response	RCA	
GO:0042742	defense response to bacterium	IGI	

UniProt accession:G4MRV1
GO ID	Go Term	GO Evidence Code
GO:0007067	mitotic nuclear division	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030437	ascospore formation	IMP	

UniProt accession:I1RQN9
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q3I4V7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:C5BG70
GO ID	Go Term	GO Evidence Code
GO:0006099	tricarboxylic acid cycle	IEA	

UniProt accession:Q8MYK0
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:D7HVF9
GO ID	Go Term	GO Evidence Code
GO:0009408	response to heat	IEA	
GO:0016485	protein processing	IEA	
GO:0019538	protein metabolic process	IEA	

UniProt accession:I1RWG2
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:P0A2T6
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:P43064
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0040007	growth	IEA	

UniProt accession:I1RME6
GO ID	Go Term	GO Evidence Code
GO:0006446	regulation of translational initiation	IEA	
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q8J230
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q92215
GO ID	Go Term	GO Evidence Code
GO:0006629	lipid metabolic process	IEA	
GO:0006631	fatty acid metabolic process	IEA	
GO:0006633	fatty acid biosynthetic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:G4ND33
GO ID	Go Term	GO Evidence Code
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	
GO:0043581	mycelium development	IEP	

UniProt accession:D7I6Y3
GO ID	Go Term	GO Evidence Code
GO:0000902	cell morphogenesis	IEA	
GO:0006048	UDP-N-acetylglucosamine biosynthetic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0008360	regulation of cell shape	IEA	
GO:0009103	lipopolysaccharide biosynthetic process	IEA	
GO:0009245	lipid A biosynthetic process	IEA	
GO:0009252	peptidoglycan biosynthetic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:B2HLZ8
GO ID	Go Term	GO Evidence Code
GO:0016310	phosphorylation	IEA	

UniProt accession:I1S2M5
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:Q9Y880
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q9HEW5
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P02829
GO ID	Go Term	GO Evidence Code
GO:0000492	box C/D snoRNP assembly	IMP	
GO:0006457	protein folding	IEA	
GO:0006458	'de novo' protein folding	IDA	
GO:0006458	'de novo' protein folding	IMP	
GO:0006626	protein targeting to mitochondrion	IPI	
GO:0006950	response to stress	IEA	
GO:0006970	response to osmotic stress	IMP	
GO:0032212	positive regulation of telomere maintenance via telomerase	IDA	
GO:0032212	positive regulation of telomere maintenance via telomerase	IMP	
GO:0032212	positive regulation of telomere maintenance via telomerase	IPI	
GO:0042026	protein refolding	IMP	
GO:0043248	proteasome assembly	IDA	
GO:0043248	proteasome assembly	IGI	
GO:0043248	proteasome assembly	IMP	

UniProt accession:I1RMV6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q4WIH1
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0006031	chitin biosynthetic process	IGI	
GO:0030448	hyphal growth	IMP	
GO:0048315	conidium formation	IMP	

UniProt accession:I1RXS5
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:A7E5X4
GO ID	Go Term	GO Evidence Code
GO:0006801	superoxide metabolic process	IEA	
GO:0019430	removal of superoxide radicals	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RKC4
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q46631
GO ID	Go Term	GO Evidence Code
GO:0000271	polysaccharide biosynthetic process	IEA	
GO:0009103	lipopolysaccharide biosynthetic process	IEA	
GO:0009405	pathogenesis	IEA	
GO:0016310	phosphorylation	IEA	
GO:0018108	peptidyl-tyrosine phosphorylation	IEA	
GO:0045226	extracellular polysaccharide biosynthetic process	IEA	

UniProt accession:D3JLB9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:G4MPP9
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IMP	
GO:0030437	ascospore formation	IMP	

UniProt accession:Q6R3Q3
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:B5TM01
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:A0A059UDR8
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:M1T210
GO ID	Go Term	GO Evidence Code
GO:0006979	response to oxidative stress	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:G4XVC0
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:O42621
GO ID	Go Term	GO Evidence Code
GO:0000105	histidine biosynthetic process	IEA	
GO:0008652	cellular amino acid biosynthetic process	IEA	

UniProt accession:I1RM19
GO ID	Go Term	GO Evidence Code
GO:0006633	fatty acid biosynthetic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RCP1
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006811	ion transport	IEA	
GO:0006816	calcium ion transport	IEA	
GO:0034765	regulation of ion transmembrane transport	IEA	
GO:0055085	transmembrane transport	IEA	
GO:0070588	calcium ion transmembrane transport	IEA	

UniProt accession:P21264
GO ID	Go Term	GO Evidence Code
GO:0006144	purine nucleobase metabolic process	IMP	
GO:0006164	purine nucleotide biosynthetic process	IEA	
GO:0006164	purine nucleotide biosynthetic process	IC	
GO:0006189	'de novo' IMP biosynthetic process	IEA	
GO:0006189	'de novo' IMP biosynthetic process	IC	

UniProt accession:Q8Z4N6
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:I1RW16
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0051301	cell division	IEA	

UniProt accession:G4NCA2
GO ID	Go Term	GO Evidence Code
