New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I28	PHI:44	Q8NJV0	TRI5	Tri5	Trichodiene synthetase	AF508152	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot	GO:0016106:sesquiterpenoid biosynthetic process; GO:0045482: trichodiene synthase activity	GO:0045482:trichodiene synthase activity	POO:0000003:unaffected pathogenicity	Pre-penetration:No;Penetration:No												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Andrew Beacham		8589414: Proctor RH, Hohn TM, McCormick SP. (1995). "Reduced virulence of Gibberella zeae caused by disruption of a trichothecene toxin biosynthetic gene." Mol Plant Microbe Interact 8(4): 593-601. .;9274012: Proctor RH, Hohn TM, McCormick SP. (1997). "Restoration of wild-type virulence to Tri5 disruption mutants of Gibberella zeae via gene reversion and mutant complementation." Microbiology 143 ( Pt 8)(): 2583-2591. .;10931910: Desjardins AE, Bai G, Plattner RD, Proctor RH. (2000). "Analysis of aberrant virulence of Gibberella zeae following transformation-mediated complementation of a trichothecene-deficient (Tri5) mutant." Microbiology 146 ( Pt 8)(): 2059-2068. .	2015-01-13
PHI:I29	PHI:44	Q8NJV0	TRI5	Tri5	Trichodiene synthetase	AF508152	229533:Fusarium graminearum PH-1		4550:Secale cereale (rye) 	Monocot	GO:0016106:sesquiterpenoid biosynthetic process; GO:0045482: trichodiene synthase activity	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host;GO:0045482:trichodiene synthase activity	POO:0000002:reduced virulence	Penetration:No;Pre-penetration:No												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Andrew Beacham		8589414: Proctor RH, Hohn TM, McCormick SP. (1995). "Reduced virulence of Gibberella zeae caused by disruption of a trichothecene toxin biosynthetic gene." Mol Plant Microbe Interact 8(4): 593-601. .;9274012: Proctor RH, Hohn TM, McCormick SP. (1997). "Restoration of wild-type virulence to Tri5 disruption mutants of Gibberella zeae via gene reversion and mutant complementation." Microbiology 143 ( Pt 8)(): 2583-2591. .;10931910: Desjardins AE, Bai G, Plattner RD, Proctor RH. (2000). "Analysis of aberrant virulence of Gibberella zeae following transformation-mediated complementation of a trichothecene-deficient (Tri5) mutant." Microbiology 146 ( Pt 8)(): 2059-2068. .	2015-01-13
PHI:I30	PHI:44	Q8NJV0	TRI5	Tri5	Trichodiene synthetase	AF508152	229533:Fusarium graminearum PH-1		4577:Zea mays	Monocot	GO:0016106:sesquiterpenoid biosynthetic process; GO:0045482: trichodiene synthase activity	GO:0045482:trichodiene synthase activity	POO:0000003:unaffected pathogenicity	Penetration:No;Pre-penetration:No												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Andrew Beacham		8589414: Proctor RH, Hohn TM, McCormick SP. (1995). "Reduced virulence of Gibberella zeae caused by disruption of a trichothecene toxin biosynthetic gene." Mol Plant Microbe Interact 8(4): 593-601. .;9274012: Proctor RH, Hohn TM, McCormick SP. (1997). "Restoration of wild-type virulence to Tri5 disruption mutants of Gibberella zeae via gene reversion and mutant complementation." Microbiology 143 ( Pt 8)(): 2583-2591. .;10931910: Desjardins AE, Bai G, Plattner RD, Proctor RH. (2000). "Analysis of aberrant virulence of Gibberella zeae following transformation-mediated complementation of a trichothecene-deficient (Tri5) mutant." Microbiology 146 ( Pt 8)(): 2059-2068. .	2015-01-13
PHI:I31	PHI:44	Q8NJV0	TRI5	Tri5	Trichodiene synthetase	AF508152	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot	GO:0016106:sesquiterpenoid biosynthetic process; GO:0045482: trichodiene synthase activity	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host;GO:0045482:trichodiene synthase activity	POO:0000002:reduced virulence	Pre-penetration:No;Penetration:No												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Andrew Beacham		8589414: Proctor RH, Hohn TM, McCormick SP. (1995). "Reduced virulence of Gibberella zeae caused by disruption of a trichothecene toxin biosynthetic gene." Mol Plant Microbe Interact 8(4): 593-601. .;9274012: Proctor RH, Hohn TM, McCormick SP. (1997). "Restoration of wild-type virulence to Tri5 disruption mutants of Gibberella zeae via gene reversion and mutant complementation." Microbiology 143 ( Pt 8)(): 2583-2591. .;10931910: Desjardins AE, Bai G, Plattner RD, Proctor RH. (2000). "Analysis of aberrant virulence of Gibberella zeae following transformation-mediated complementation of a trichothecene-deficient (Tri5) mutant." Microbiology 146 ( Pt 8)(): 2059-2068. .	2015-01-13
PHI:I32	PHI:47	Q00819	CAP64	CAP64	CAP64 protein	L40026	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		8675296: Chang YC, Penoyer LA, Kwon-Chung KJ. (1996). "The second capsule gene of cryptococcus neoformans, CAP64, is essential for virulence." Infect Immun 64(6): 1977-1983. .	2015-01-13
PHI:I33	PHI:48	Q59J76	CnLAC1	CNLAC1	Phenoloxidase (Fragment)	AB183993;AB183994;AB183995;AB183996;AB183997;AB183998;AB183999;AB184000;AB184001;AB184002;AB184003;AB184004;AB184005;AB184006;AB184007;AB184008;AB184009;AB184010;AB184011;AB184012;AB184013;AB184017;AB184018;AB184019;AB184020;AB184021;AB184022	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0016491:oxidoreductase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		8760791: Salas SD, Bennett JE, Kwon-Chung KJ, Perfect JR, Williamson PR. (1996). "Effect of the laccase gene CNLAC1, on virulence of Cryptococcus neoformans." J Exp Med 184(2): 377-386. 10.1084/jem.184.2.377.;14977977: Noverr MC, Williamson PR, Fajardo RS, Huffnagle GB. (2004). "CNLAC1 is required for extrapulmonary dissemination of Cryptococcus neoformans but not pulmonary persistence." Infect Immun 72(3): 1693-1699. 10.1128/iai.72.3.1693-1699.2004.	2015-01-13
PHI:I34	PHI:48	Q59J76	CnLAC1	CNLAC1	Phenoloxidase (Fragment)	AB183993;AB183994;AB183995;AB183996;AB183997;AB183998;AB183999;AB184000;AB184001;AB184002;AB184003;AB184004;AB184005;AB184006;AB184007;AB184008;AB184009;AB184010;AB184011;AB184012;AB184013;AB184017;AB184018;AB184019;AB184020;AB184021;AB184022	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	6239:Caenorhabditis elegans	n\a	GO:0016491:oxidoreductase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		12438649: Mylonakis E, Ausubel FM, Perfect JR, Heitman J, Calderwood SB. (2002). "Killing of Caenorhabditis elegans by Cryptococcus neoformans as a model of yeast pathogenesis." Proc Natl Acad Sci U S A 99(24): 15675-15680. 10.1073/pnas.232568599.	2015-01-13
PHI:I35	PHI:48	Q59J76	CnLAC1	CNLAC1	Phenoloxidase (Fragment)	AB183993;AB183994;AB183995;AB183996;AB183997;AB183998;AB183999;AB184000;AB184001;AB184002;AB184003;AB184004;AB184005;AB184006;AB184007;AB184008;AB184009;AB184010;AB184011;AB184012;AB184013;AB184017;AB184018;AB184019;AB184020;AB184021;AB184022	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	7137:Galleria mellonella (greater wax moth) 	n\a	GO:0016491:oxidoreductase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Sabrina Holland;Kim Hammond-Kosack,Rothamsted Research		15972469: Mylonakis E, Moreno R, El Khoury JB, Idnurm A, Heitman J, Calderwood SB, Ausubel FM, Diener A. (2005). "Galleria mellonella as a model system to study Cryptococcus neoformans pathogenesis." Infect Immun 73(7): 3842-3850. 10.1128/iai.73.7.3842-3850.2005.	2015-01-13
PHI:I36	PHI:49	Q00580	CPG1		Guanine nucleotide-binding protein subunit alpha	L32176	5116:Cryphonectria parasitica		134033:Castanea dentata (American chestnut) 	Dicot	GO:0005525:adenylate cyclase-activating G-protein coupled receptor signaling pathway; GO:0003924: GTPase activity; GO:0007189: GTP binding; GO:0046872: metal ion binding; GO:0004871: signal transducer activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Penetration:No Data												ESO:0000001:gene disruption	Thomas Baldwin		11038529: Gao S, Nuss DL. (1996). "Distinct roles for two G protein alpha subunits in fungal virulence, morphology, and reproduction revealed by targeted gene disruption." Proc Natl Acad Sci U S A 93(24): 14122-14127. 10.1073/pnas.93.24.14122.	2015-01-13
PHI:I37	PHI:52	Q01168	NUT1	NUT1;MGCH7_ch7g504;MGG_02755	Nitrogen regulatory protein NUT1	U60290;CM000230;CM001237	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0042128:nitrate assimilation; GO:0005634: nucleus; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated; GO:0008270: zinc ion binding		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		8757395: Froeliger EH, Carpenter BE. (1996). "NUT1, a major nitrogen regulatory gene in Magnaporthe grisea, is dispensable for pathogenicity." Mol Gen Genet 251(6): 647-656. 10.1007/s004380050213.	2015-01-13
PHI:I38	PHI:52	Q01168	NUT1	NUT1;MGCH7_ch7g504;MGG_02755	Nitrogen regulatory protein NUT1	U60290;CM000230;CM001237	318829:Magnaporthe oryzae		112509:Hordeum vulgare subsp. vulgare (domesticated barley) 	Monocot	GO:0042128:nitrate assimilation; GO:0005634: nucleus; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated; GO:0008270: zinc ion binding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;Andrew Beacham		11277427: Dufresne M, Osbourn AE. (2001). "Definition of tissue-specific and general requirements for plant infection in a phytopathogenic fungus." Mol Plant Microbe Interact 14(3): 300-307. 10.1094/mpmi.2001.14.3.300.	2015-01-13
PHI:I39	PHI:53	Q6LD98	PDA1	PDA1	PDA2 (Fragment)	S70757	140110:Nectria haematococca		3888:Pisum sativum (pea) 	Dicot		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000010:other evidence	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		12925899: Liu X, Inlow M, VanEtten HD. (2003). "Expression profiles of pea pathogenicity ( PEP) genes in vivo and in vitro, characterization of the flanking regions of the PEP cluster and evidence that the PEP cluster region resulted from horizontal gene transfer in the fungal pathogen Nectria haematococca." Curr Genet 44(2): 95-103. 10.1007/s00294-003-0428-x.	2015-01-13
PHI:I40	PHI:55	Q92217	PKS1	PKS1	Polyketide synthase	U68040	5016:Bipolaris maydis		4577:Zea mays	Monocot	GO:0016491:oxidoreductase activity; GO:0016747: transferase activity, transferring acyl groups other than amino-acyl groups; GO:0008270: zinc ion binding	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Pre-penetration:No;Penetration:No												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research		8953776: Yang G, Rose MS, Turgeon BG, Yoder OC. (1996). "A polyketide synthase is required for fungal virulence and production of the polyketide T-toxin." Plant Cell 8(11): 2139-2150. 10.1105/tpc.8.11.2139.	2015-01-13
PHI:I41	PHI:56	Q92246	PMK1	PMK1	Mitogen-activated protein kinase (EC 2.7.11.24)	U70134	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409(IMP):entry into host;GO:0044412(IMP):growth or development of symbiont in host;GO:0004707(IMP):MAP kinase activity	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		8946911: Xu JR, Hamer JE. (1996). "MAP kinase and cAMP signaling regulate infection structure formation and pathogenic growth in the rice blast fungus Magnaporthe grisea." Genes Dev 10(21): 2696-2706. 10.1101/gad.10.21.2696.;11006342: Thines E, Weber RW, Talbot NJ. (2000). "MAP kinase and protein kinase A-dependent mobilization of triacylglycerol and glycogen during appressorium turgor generation by Magnaporthe grisea." Plant Cell 12(9): 1703-1718. 10.1105/tpc.12.9.1703.	2015-01-13
PHI:I42	PHI:57	Q99101	PRF1	prf1	Prf1	U40753	5270:Ustilago maydis		4577:Zea mays	Monocot		GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity	Mating Defect:Yes												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research		8612587: Hartmann HA, Kahmann R, Bölker M. (1996). "The pheromone response factor coordinates filamentous growth and pathogenicity in Ustilago maydis." EMBO J 15(7): 1632-1641. .;10402430: Hartmann HA, Krüger J, Lottspeich F, Kahmann R. (1999). "Environmental signals controlling sexual development of the corn Smut fungus Ustilago maydis through the transcriptional regulator Prf1." Plant Cell 11(7): 1293-1306. 10.1105/tpc.11.7.1293.	2015-01-13
PHI:I43	PHI:58	Q00455	SCD1	SCD1;Cob_03011	Scytalone dehydratase (EC 4.2.1.94)	D86079;KB725656	5462:Colletotrichum lagenaria		3659:Cucumis sativus (cucumber) 	Dicot	GO:0042438:melanin biosynthetic process; GO:0030411: scytalone dehydratase activity	GO:0009405(IMP):pathogenesis;GO:0044409(IMP):entry into host	POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		8953707: Kubo Y, Takano Y, Endo N, Yasuda N, Tajima S, Furusawa I. (1996). "Cloning and structural analysis of the melanin biosynthesis gene SCD1 encoding scytalone dehydratase in Colletotrichum lagenarium." Appl Environ Microbiol 62(12): 4340-4344. .	2015-01-13
PHI:I44	PHI:59	P87025	THR1	THR1;Cob_04570	Trihydroxynaphthalene reductase (EC 1.1.1.-) (T3HN reductase)	D83988;KB725704	5462:Colletotrichum lagenaria		3659:Cucumis sativus (cucumber) 	Dicot	GO:0042438:melanin biosynthetic process; GO:0016491: oxidoreductase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:Yes												ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;Kim Hammond-Kosack,Rothamsted Research		8672814: Perpetua NS, Kubo Y, Yasuda N, Takano Y, Furusawa I. (1996). "Cloning and characterization of a melanin biosynthetic THR1 reductase gene essential for appressorial penetration of Colletotrichum lagenarium." Mol Plant Microbe Interact 9(5): 323-329. .	2015-01-13
PHI:I45	PHI:60	Q00357	TOXA	TOXA	Putative HC-toxin efflux carrier TOXA	L48797	5017:Bipolaris zeicola		4577:Zea mays	Monocot	GO:0016021:integral component of membrane; GO:1901998: toxin transport; GO:0019534: toxin transporter activity; GO:0055085: transmembrane transport; GO:0006810: transport		POO:0000006:lethal													ESO:0000001:gene disruption	Martin Urban,Rothamsted Research;John Antoniw		8704997: Pitkin JW, Panaccione DG, Walton JD. (1996). "A putative cyclic peptide efflux pump encoded by the TOXA gene of the plant-pathogenic fungus Cochliobolus carbonum." Microbiology 142 ( Pt 6)(): 1557-1565. .	2015-01-13
PHI:I46	PHI:61	P43070	BGL2	BGL2	Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase)	U12975	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005975:carbohydrate metabolic process; GO:0005618: cell wall; GO:0071555: cell wall organization; GO:0005576: extracellular region; GO:0004338: glucan exo-1,3-beta-glucosidase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		9043114: Sarthy AV, McGonigal T, Coen M, Frost DJ, Meulbroek JA, Goldman RC. (1997). "Phenotype in Candida albicans of a disruption of the BGL2 gene encoding a 1,3-beta-glucosyltransferase." Microbiology 143 ( Pt 2)(): 367-376. .	2015-01-13
PHI:I47	PHI:62	P52498	caRSR1	RSR1	Ras-related protein RSR1	U46158	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005525:GTP binding; GO:0006184: GTP catabolic process; GO:0005886: plasma membrane; GO:0007264: small GTPase mediated signal transduction	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Spore Germination:Reduced;In Vitro Growth:Reduced												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		9308185: Yaar L, Mevarech M, Koltin Y. (1997). "A Candida albicans RAS-related gene (CaRSR1) is involved in budding, cell morphogenesis and hypha development." Microbiology 143 ( Pt 9)(): 3033-3044. .	2015-01-13
PHI:I48	PHI:65	O14435	CPGB-1	GB-1	Guanine nucleotide-binding protein subunit beta	U95139	5116:Cryphonectria parasitica		134033:Castanea dentata (American chestnut) 	Dicot	GO:0004871:signal transducer activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Vegetative Spores:Reduced												ESO:0000001:gene disruption	Thomas Baldwin		9353946: Kasahara S, Nuss DL. (1997). "Targeted disruption of a fungal G-protein beta subunit gene results in increased vegetative growth but reduced virulence." Mol Plant Microbe Interact 10(8): 984-993. 10.1094/mpmi.1997.10.8.984.	2015-01-13
PHI:I49	PHI:66	P43078	CPP1	CPP1;CAWG_00432	Probable tyrosine-protein phosphatase (EC 3.1.3.48)	L01038;CH672346	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0004725:protein tyrosine/serine/threonine phosphatase activity; GO:0008138: protein tyrosine phosphatase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		9398674: Csank C, Makris C, Meloche S, Schröppel K, Röllinghoff M, Dignard D, Thomas DY, Whiteway M. (1997). "Derepressed hyphal growth and reduced virulence in a VH1 family-related protein phosphatase mutant of the human pathogen Candida albicans." Mol Biol Cell 8(12): 2539-2551. 10.1091/mbc.8.12.2539.;9890266: Guhad FA, Csank C, Jensen HE, Thomas DY, Whiteway M, Hau J. (1998). "Reduced pathogenicity of a Candida albicans MAP kinase phosphatase (CPP1) mutant in the murine mastitis model." APMIS 106(11): 1049-1055. .	2015-01-13
