PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	Host_response	Experimental_evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:97	Uniprot	Q92215	AAC62818	SB111	TOXC			5017	Cochliobolus carbonum	164R10	Leaf spot	Monocot	4577	Maize	Fatty acid synthetase	GO:0009405, IMP; GO:0044412	GO	HC-toxin biosynthesis	Reduced virulence		No	No	Yes			Wild type	Wild type					gene disruption		TKB; JA	9057326	PubMed		
PHI:98	Uniprot	O13394	AAB84284	518	umCHS5			5270	Ustilago maydis	FB1, FB2	Corn smut	Monocot	4577	Maize	Chitin Synthase	GO:0009405, IMP	GO		Reduced virulence	No	No Data	No Data	No Data			Reduced						gene deletion; complementation		TKB	9454647	PubMed		
PHI:99	Uniprot	Q8J0D1	BAC41196	Guy11	ACR1			318829	Magnaporthe oryzae		Rice blast	Monocot	4530	Rice	Putative transcription factor	GO:0009405, IMP; GO:0044409, IMP	GO		Loss of pathogenicity 		Yes	Yes	Yes									gene deletion; complementation		MU	9742203	PubMed		Plasmid insertion
PHI:100	Uniprot	Q99079	AAA75366	strain 518 (a2b2)	ADR1			5270	Ustilago maydis	d132, 518, 521	Corn smut	Monocot	4577	Maize	PKA catalytic subunit	GO:0009405, IMP; GO:0051701	GO		Loss of pathogenicity 													gene disruption		MU	9576944	PubMed		
PHI:101	Uniprot	O59897	AAC39471	B-5233	ALB1			746128	Aspergillus fumigatus	B-5233	Respiratory disease		10090	Mouse	Polyketide synthase	GO:0009405, IMP	GO		Reduced virulence													gene disruption; altered gene expression / gene regulation: overexpression; complementation		TKB	9620950; 11040426 	PubMed		
PHI:103	Uniprot	O94100	AAC64374	SAS56	BCPGA1			40559	Botrytis cinerea	SAS56	Grey mold rot	Dicot	4081	Tomato	Endopolygalacturonase	GO:0009405, IMP; GO:0044412	GO		Reduced virulence		No	No	Yes									gene disruption		MU	9768518	PubMed		Tested on tomato leaves
PHI:103	Uniprot	O94100	AAC64374	SAS56	BCPGA1			40559	Botrytis cinerea	SAS56	Grey mold rot	Dicot	4081	Tomato	Endopolygalacturonase	GO:0009405, IMP, GO:0044412	GO		Reduced virulence		No	No	Yes									gene disruption		MU	9768518	PubMed		Tested on tomato fruits
PHI:103	Uniprot	O94100	AAC64374	SAS56	BCPGA1			40559	Botrytis cinerea	SAS56	Grey mold rot	Dicot	3750	Apple	Endopolygalacturonase	GO:0009405, IMP; GO:0044412	GO		Reduced virulence		No	No	Yes									gene disruption		MU	9768518	PubMed		Tested on apple fruits
PHI:104	Uniprot	Q00310	CAA67930	CAI-4	CaMNT1			5476	Candida albicans	CAI-4	Candidiasis		10141	Guinea pig	Synthesis of mannoproteins	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB	9636208	PubMed		
PHI:104	Uniprot	Q00310	CAA67930	CAI-4	CaMNT1			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	Synthesis of mannoproteins	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB	9636208; 10766761 	PubMed	10.1074/jbc.M909699199	
PHI:105	Uniprot	Q9UWF6	AAC61890	SC5314	PLB1			5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	Phospholipase B	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		TKB	9748287; 11535799	PubMed		
PHI:106	Uniprot	O13289	AAC39448	ATCC 10261	CAT1			5476	Candida albicans	ATCC 10261	Candidiasis		10090	Mouse	Catalase	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB	9573075	PubMed		
PHI:107	Uniprot	Q5A1D3	EAK96519	SC5314	CEK1			5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	MAP kinase	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		TKB	9596738; 9741091	PubMed		FUS3/KSS1 homologue
PHI:109	Uniprot	P87248	AAB61403	UPS9	CLK1			290576	Colletotrichum lindemuthianum	UPS9	Anthracnose	Dicot	3885	Bean	Protein kinase (Ser/thr)	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Reduced virulence		No	Yes	Yes									gene deletion		MU; JK	9450334	PubMed		Partial gene deletion
PHI:111	Uniprot	Q01905	AAB49807	88069	INF1			4787	Phytophthora infestans	88069	Late blight	Dicot	4113	Potato	Effector protein				Effector (plant avirulence determinant)													gene disruption		MU	9724689	PubMed		
PHI:112	Uniprot	Q01446	AAC49410	156-30-6	MAK1			140110	Nectria haematococca (related: Fusarium solani)	230-30-6	Root rot	Dicot	3827	Chickpea	Maackiain detoxification	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB		Not in PubMed		
PHI:113	Uniprot	O13352	AAC63682	Guy11	MPS1			318829	Magnaporthe oryzae	Guy11	Rice blast	Monocot	4530	Rice	MAP kinase	GO:0009405, IMP; GO:0044409	GO	osmotic sensing	Loss of pathogenicity 		No 	Yes	No	Reduced								gene deletion; complementation		MU	9770551	PubMed		SLT2 homologue; Cloning by PCR
PHI:114	Uniprot	O00094	AAC05015	42-87	PG1			5507	Fusarium oxysporum	42-87 (race2)	Vascular wilt	Dicot	4081	Tomato	Endopolygalacturonase				Unaffected pathogenicity									pectin and galacturonic acid				complementation		MU; AB	9450333	PubMed		Expression during all infection stages; Gene introduction to naturally deficient strains
PHI:115	Uniprot	Q00359	AAC26146	SB111	PGX1			5017	Cochliobolus carbonum	SB111	Leaf spot	Monocot	4577	Maize	Exopolygalacturonase				Unaffected pathogenicity													gene disruption		MU; JA	9546185	PubMed		
PHI:116	Uniprot	O60026	CAA76740	ATCC46645	PKSP			746128	Aspergillus fumigatus	ATCC46645	Respiratory disease		10090	Mouse	Polyketide Synthase	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		TKB	9832321	PubMed		
PHI:120	Uniprot	O42620	AAB88887	4091-5-8; 4091-5-8	PTH2			318829	Magnaporthe oryzae	4091-5-8 and CP987	Rice blast	Monocot	4530	Rice	Carnitine acetyl transferase	GO:0009405, IMP	GO	fatty acid oxidation	Loss of pathogenicity 		No Data	No Data	No Data									gene disruption; complementation		MU	9574508	PubMed		Identification by REMI
PHI:121	Uniprot	O42621	AAB88888	4091-5-8	PTH3			318829	Magnaporthe oryzae	4091-5-8 and CP987	Rice blast	Monocot	4530	Rice	Imidazole glycerol phosphate dehydrogenase	GO:0009405, IMP	GO	histidine biosynthesis	Loss of pathogenicity 		No Data	No Data	No Data	Wild type	Wild type	Wild type	Wild type					gene disruption; complementation		MU	9574508	PubMed		Identification by REMI
PHI:122	Uniprot	O42624	AAB88886		PTH8			318829	Magnaporthe oryzae	9041-5-8	Rice blast	Monocot	4530	Rice	Pathogenicity protein	GO:0009405, IMP	GO		Reduced virulence		No Data	No Data	No Data									gene disruption; complementation		MU	9574508	PubMed		Identification by REMI
PHI:123	Uniprot	O42622	AAB88889	4091-5-8	PTH9 (NTH1)			318829	Magnaporthe oryzae	9041-5-8	Rice blast	Monocot	4530	Rice	Trehalase	GO:0009405, IMP; GO:0044412	GO		Reduced virulence		No	No	Yes	Reduced								gene disruption; complementation		MU	9574508; 12514128 	PubMed		Identification by REMI
PHI:124	Uniprot	P53705	AAA96019	10261	INT1			5476	Candida albicans	10261	Candidiasis		10090	Mouse	Integrin	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		TKB	9478896; 10444345; 10600356; 10847632	PubMed		
PHI:125	Uniprot	P43093	AAA17877	WO1	SAP4		PHI:126; PHI:127	5476	Candida albicans	SC5314	Candidiasis		10141	Guinea pig	Aspartyl proteinase	GO:0009405, IGI	GO		Reduced virulence													gene disruption		TKB	9284117; 9485603; 9632257; 9841840; 10569785; 10540295  	PubMed		
PHI:125	Uniprot	P43093	AAA17877	WO1	SAP4		PHI:126; PHI:127	5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	Aspartyl proteinase	GO:0009405, IGI	GO		Reduced virulence													gene disruption		TKB	9284117; 9485603; 9632257; 9841840; 10569785; 10540295  	PubMed		
PHI:126	Uniprot	P43094	CAA82923	Ca74	SAP5		PHI:125; PHI:127	5476	Candida albicans	SC5314	Candidiasis		10141	Guinea pig	Aspartyl proteinase	GO:0009405, IGI	GO		Reduced virulence													gene disruption		TKB	9284117; 9485603; 9632257; 9841840; 10569785; 10540295; 11796627	PubMed		
PHI:126	Uniprot	P43094	CAA82923	Ca74	SAP5		PHI:125; PHI:127	5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	Aspartyl proteinase	GO:0009405, IGI	GO		Reduced virulence													gene disruption		TKB	9284117; 9485603; 9632257; 9841840; 10569785; 10540295; 11796627	PubMed		
PHI:127	Uniprot	P43095	CAA82924	Ca74	SAP6		PHI:125; PHI:126	5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	Aspartyl proteinase	GO:0009405, IGI	GO		Reduced virulence													gene disruption		TKB	9284117; 9485603; 9632257; 9841840; 10569785; 10540295 	PubMed		
PHI:127	Uniprot	P43095	CAA82924	Ca74	SAP6		PHI:125; PHI:126	5476	Candida albicans	SC5314	Candidiasis		10141	Guinea pig	Aspartyl proteinase	GO:0009405, IGI	GO		Reduced virulence													gene disruption		TKB	9284117; 9485603; 9632257; 9841840; 10569785; 10540295 	PubMed		
PHI:128	Uniprot	O14448	AAC34140	Guy11	SUM1			318829	Magnaporthe oryzae	Guy11	Rice blast	Monocot	4530	Rice	PKA regulatory subunit			cAMP signalling	Unaffected pathogenicity													mutation: characterised		MU	9707535	PubMed		Point mutation
PHI:129	Uniprot	O59900	AAC39450	B-4500	CAP60			5207	Cryptococcus neoformans	B-4500	Cryptococcosis		10090	Mouse	Capsule associated protein	GO:0009405, IMP	GO		Reduced virulence													gene deletion; complementation		TKB; SH	9573112	PubMed		
PHI:130	Uniprot	Q92410	CAA69223		TPS1			5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	Trehalose-6-phosphate synthase	GO:0009405, IMP; GO:0003825, NAS	GO		Reduced virulence													gene disruption; complementation		TKB	9683476; 14587100	PubMed	10.1002/yea.1029	
PHI:131	Uniprot	O93842	AAD12756	NRRL 3299	TRI12			5514	Fusarium sporotrichioides	NRRL3299	Fusarium ear blight	Monocot	4564	Wheat	Toxin efflux pump 			trichothecene secretion	Unaffected pathogenicity													gene disruption		MU; AB	10485289	PubMed		
PHI:132	Uniprot	O13407	AAB86640	Guy11	ABC1			318829	Magnaporthe oryzae	Guy11	Rice blast	Monocot	4530	Rice	ABC transporter	GO:0042626; GO:0009405, IMP; GO:0044412	GO		Reduced virulence		No	No	Yes	Yes								gene deletion		MU	9927411	PubMed	10.1093/emboj/18.3.512	Partial gene deletion
PHI:133	Uniprot	O93800	BAA36588	15A	AKT1			5599	Alternaria alternata	15A	Black spot	Dicot	23211	Pear	Carboxyl-activating enzyme, essential for AK Toxin	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Loss of pathogenicity 		No	Yes	Yes									gene disruption		TKB	10432635	PubMed		
PHI:134	Uniprot	O93801	BAA36589	15A	AKT2			5599	Alternaria alternata	15A	Black spot	Dicot	23211	Pear	Unknown, mutant is AK toxin non-producer	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Loss of pathogenicity 		No	Yes	Yes									gene disruption		TKB	10432635	PubMed		
PHI:135	Uniprot	A4D962	AAA91036	ATCC 26199	BAD1 (WI-1)			5039	Blastomyces dermatitidis	ATCC26199, ATCC60915			10090	Mouse	Adhesin	GO:0009405, IMP	GO		Loss of pathogenicity 													gene deletion; complementation		TKB	10209038; 12023375; 16243837	PubMed		
PHI:136	Uniprot	Q5AHA0	AAC39451	SC5314	CaHK1 (CHK1)			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	Histidine Kinase	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		TKB	10417206; 14734021; 15470110	PubMed		Heterozygous disruption
PHI:136	Uniprot	Q5AHA0	AAC39451	SC5314	CaHK1 (CHK1)			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	Histidine Kinase	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB	10572127; 14734021; 15470110	PubMed		
PHI:136	Uniprot	Q5AHA0	AAC39451	SC5314	CaHK1 (CHK1)			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	Histidine Kinase	GO:0009405, IMP	GO		Loss of pathogenicity 													gene disruption; complementation		TKB	10417206; 14734021; 15470110	PubMed		Homozygous disruption
PHI:136	Uniprot	Q5AHA0	AAC39451	SC5314	CaHK1 (CHK1)			5476	Candida albicans	CAI-4	Candidiasis		10114	Rat	Histidine Kinase	GO:0009405, IMP	GO		Unaffected pathogenicity													gene disruption; complementation		TKB	10417206; 14734021; 15470110	PubMed		
PHI:138	Uniprot	O42696	BAA24952		CaNIK1			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	Histidine Kinase	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB	10572127	PubMed		
PHI:139	Uniprot	Q7ZA26	BAC76819	CBS131	CAP10			5207	Cryptococcus neoformans	cap10-F2F0	Cryptococcosis		10090	Mouse	Capsule formation	GO:0009405, IMP	GO		Reduced virulence													gene deletion; complementation		TKB; KHK	10482503	PubMed		
PHI:140	Uniprot	O42695	BAA24951		CaSLN1			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	Histidine Kinase	GO:0009405, IMP	GO		Reduced virulence													gene disruption		TKB	10572127	PubMed		
PHI:141	Uniprot	O93886	AAC78076	PR	CFP			84275	Cercospora kikuchii	PR	Leaf blight and purple seed stain	Dicot	3847	Soybean	Cercosporin secretion	GO:0009405, IMP	GO		Reduced virulence		No Data	No Data	No Data									gene disruption; complementation		MU	10517030	PubMed		
PHI:142	Uniprot	Q9UVN7	AAF05913	C4	CHK1			5016	Cochliobolus heterostrophus	C4	Leaf blight	Monocot	4577	Maize	MAP kinase	GO:0009405, IMP	GO		Reduced virulence		No	No	No Data	No conidia	Sterile	Reduced						gene disruption		MU	10557357; 12671080	PubMed		FUS3/KSS1 homologue
PHI:143	Uniprot	P32964	AAA33353	T-442	CHT			5563	Gloeocercospora sorghi	T-442	Leaf spot/blight	Monocot	4558	Sorghum	Cyanide hydratase				Unaffected pathogenicity													gene disruption		MU	10587474	PubMed	10.1006/fgbi.1999.1167	Expression during infection stage (HCN)
PHI:144	Uniprot	O59928	AAC05829		CHT42			29875	Trichoderma virens	Tv10.4	Mycopathogen 		107832	Rhizoctonia solani	Chitinase	GO:0009405, IMP	GO		Reduced virulence													gene deletion; altered gene expression / gene regulation: overexpression		TKB	10022948	PubMed		
PHI:146	Uniprot	O42793	AAC04355		CT-PKAC			5466	Colletotrichum trifolii		Anthracnose	Dicot	3879	Alfalfa	PKA catalytic subunit	GO:0009405, IMP; GO:0044409	GO	cAMP signalling	Loss of pathogenicity 		No	Yes	No	Altered production of conidia								gene deletion		MU	10226376	PubMed		
PHI:149	Uniprot	Q92207	CAA62214	1001	HOG1			5476	Candida albicans	SC5314	Candidiasis		10090	Mouse	MAP Kinase	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		TKB	10322006	PubMed		HOG1 homologue
PHI:151	Uniprot	Q9UQY5	AAF15528	a2b3	KPP2			5270	Ustilago maydis	FB1. FB2, CL13	Corn smut	Monocot	4577	Maize	MAP kinase	GO:0009405, IMP; GO:0051701; GO:0005186, IMP	GO		Reduced virulence	Yes	Yes	No Data	No Data									gene disruption; complementation		MU	10594825	PubMed		FUS3/KSS1 homologue
PHI:153	Uniprot	Q9UV51	AAF09475	Guy11	OSM1			318829	Magnaporthe oryzae	Guy11	Rice blast	Monocot	4530	Rice	MAP kinase				Unaffected pathogenicity													gene deletion		MU	10521531	PubMed		HOG1 homologue
PHI:156	Uniprot	Q9Y8E5	AAD44111	H99	STE12alpha			5207	Cryptococcus neoformans	H99	Cryptococcosis		9986	Rabbit	Transcription factor				Unaffected pathogenicity													gene disruption; complementation		TKB; KHK	10581270	PubMed		Serotype A
PHI:156	Uniprot	Q9Y8E5	AAD44111	H99	STE12alpha			5207	Cryptococcus neoformans	H99	Cryptococcosis		10090	Mouse	Transcription factor				Unaffected pathogenicity													gene disruption; complementation		TKB; KHK	10581270	PubMed		Serotype A
PHI:157	Uniprot	Q9Y885	AAD45321	SB111	TOXF			5017	Cochliobolus carbonum	164R10	Leaf spot	Monocot	4577	Maize	Branched-chain-amino-acid aminotransferase	GO:0009405, IMP	GO		Loss of pathogenicity 		No Data	No Data	No Data									gene disruption		MU; JA	10627051	PubMed		
PHI:158	Uniprot	O59918	AAC09291	521	UKC1			5270	Ustilago maydis	d132, UT0305, ISO1-1	Corn smut	Monocot	4577	Maize	Protein kinase	GO:0009405, IMP; GO:0044409	GO		Reduced virulence	No	Yes	Yes	No Data									gene deletion		MU	10102363	PubMed		
PHI:159	Uniprot	O74686	AAC62627	G184AS	URA5			5037	Histoplasma capsulatum	G184AS	Histoplasmosis (pulmonary disease)		10090	Mouse	Pyrimidine biosynthesis	GO:0009405, IMP	GO		Loss of pathogenicity 													gene deletion; complementation		TKB	9916068	PubMed		
PHI:160	Uniprot	Q9UVN5	AAF01762 	M-71	AMT			5599	Alternaria alternata	M-71	Alternaria leaf blotch	Dicot	3750	Apple	AM toxin synthase	GO:0009405, IMP; GO:0044409	GO	toxin synthesis	Loss of pathogenicity 		No Data	Yes	No Data									gene disruption		MU	10875335	PubMed		
PHI:161	Uniprot	Q9HG08	AAG23132	BC29; BC29	BMP1			40559	Botrytis cinerea	A-1-3	Grey mold rot	Dicot	3570	Carnation	MAP kinase	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Loss of pathogenicity 		Yes	Yes	Yes	Wild type								gene deletion; complementation		MU	10875333	PubMed		FUS3/KSS1 homologue, Carnation flowers
PHI:161	Uniprot	Q9HG08	AAG23132	BC29; BC29	BMP1			40559	Botrytis cinerea	A-1-3	Grey mold rot	Dicot	4081	Tomato	MAP kinase	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Loss of pathogenicity 		Yes	Yes	Yes	Wild type								gene deletion; complementation		MU	10875333	PubMed		FUS3/KSS1 homologue, Tomato leaves
PHI:161	Uniprot	Q9HG08	AAG23132	BC29; BC29	BMP1			40559	Botrytis cinerea	A-1-3	Grey mold rot	Dicot	3764	Rose	MAP kinase	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Loss of pathogenicity 		Yes	Yes	Yes	Wild type								gene deletion; complementation		MU	10875333	PubMed		FUS3/KSS1 homologue, Rose flowers
PHI:162	Uniprot	Q9P8U9	AAF69680	ATCC 10259	CaFTR1			5476	Candida albicans	CAI-4	Candidiasis		10090	Mouse	High-affinity iron permease	GO:0009405, IMP	GO		Loss of pathogenicity 													gene disruption; complementation		TKB	10807578	PubMed		
PHI:163	Uniprot	O42720	AAC39354	G186AR	CBP1			5037	Histoplasma capsulatum	G186ARura5, G217Bura5	Histoplasmosis (pulmonary disease)		10090	Mouse	Calcium binding protein	GO:0009405, IMP	GO		Reduced virulence													gene disruption; complementation		MU	11082066	PubMed		
PHI:164	Uniprot	O43115	AAB92221	UQ62	CgDN3			5457	Glomerella cingulata (related: Colletotrichum gloeosporioides)	UQ62	Anthracnose	Dicot	35627	Stylosanthes	Suppressor of plant defense	GO:0009405, IMP; GO:0044409	GO		Loss of pathogenicity 		No-the same as Wild type in planta, but reduced rate of appressoria formation in vitro	Yes	No					early infection stage				gene deletion		MU; JK	10975650	PubMed		necessarry to avert hypersensitive response in host; Partial gene deletion
PHI:165	Uniprot	Q9UQZ1	AAD55385	Not defined	CgMEK1 (EMK1)			5457	Glomerella cingulata (related: Colletotrichum gloeosporioides)	Not defined	Anthracnose	Dicot	3435	Avocado	MAP kinase kinase	GO:0009405, IMP; GO:0044409; GO:0044412	GO		Loss of pathogenicity 		Yes	Yes	Yes									gene disruption		MU; JK	10948253	PubMed		STE7 homologue.  Tested on Avocado fruits.
PHI:166	Uniprot	Q9UUS7	AAD53262	Not defined	CHIP2			5457	Glomerella cingulata (related: Colletotrichum gloeosporioides)	Not defined	Anthracnose	Dicot	3435	Avocado	Unknown				Unaffected pathogenicity		No	No	No					host surface (hard surface contact and ethylene)				gene deletion		MU; JK	10940006	PubMed		Tested on Avocado fruits; Partial gene deletion
PHI:166	Uniprot	Q9UUS7	AAD53262	Not defined	CHIP2			5457	Glomerella cingulata (related: Colletotrichum gloeosporioides)	Not defined	Anthracnose	Dicot	4081	Tomato	Unknown				Unaffected pathogenicity		No	No	No					host surface (hard surface contact and ethylene)				gene deletion		MU; JK	10940006	PubMed		Partial gene deletion
PHI:167	Uniprot	Q9UUS8	AAF00024	Not defined	CHIP3			5457	Glomerella cingulata (related: Colletotrichum gloeosporioides)	Not defined	Anthracnose	Dicot	3435	Avocado	Unknown				Unaffected pathogenicity		No	No	No					host surface (hard surface contact and ethylene)				gene disruption		MU; JK	10940006	PubMed		Tested on Avocado fruits.
PHI:167	Uniprot	Q9UUS8	AAF00024	Not defined	CHIP3			5457	Glomerella cingulata (related: Colletotrichum gloeosporioides)	Not defined	Anthracnose	Dicot	4081	Tomato	Unknown				Unaffected pathogenicity		No	No	No					host surface (hard surface contact and ethylene)				gene disruption		MU; JK	10940006	PubMed		
PHI:169	Uniprot	Q9HG15	AAG25917	UPS9	CLTA1			290576	Colletotrichum lindemuthianum	UPS9	Anthracnose	Dicot	3885	Bean	Transcription factor	GO:0009405, IMP; GO:0044412	GO		Loss of pathogenicity 		No	No	Yes									gene deletion		TKB; JK	11006333	PubMed		Partial gene deletion
PHI:170	Uniprot	Q9UW09	AAD50496	104-T	CMK1			5462	Colletotrichum lagenarium	104-T	Anthracnose	Dicot	3659	Cucumber	MAP kinase	GO:0009405, IMP; GO:0044409, IMP; GO:0044412, IMP; GO:0009847, IMP	GO		Loss of pathogenicity 		Yes	Yes 	Yes	Reduced	Sterile	Wild type						gene deletion; complementation		MU	10755300	PubMed		FUS3/KSS1 homologue, Partial gene deletion, with complementation in M.grisea
