Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 2327	PHI:2093	Uniprot	G4NGX3	Genbank	MGG_12128.5	70-15	Mid1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+-permeable channel	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2328	PHI:2094	Uniprot	G4NII5	Genbank	MGG_09828.5	70-15	Yvc1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+-permeable channel	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced;aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2329	PHI:2094	Uniprot	G4NII5	Genbank	MGG_09828.5	70-15	Yvc1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+-permeable channel	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced;aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2330	PHI:2094	Uniprot	G4NII5	Genbank	MGG_09828.5	70-15	Yvc1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+-permeable channel	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced;aberrant	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2331	PHI:2095	Uniprot	G4MXG4	Genbank	MGG_10730.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ pump	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2332	PHI:2095	Uniprot	G4MXG4	Genbank	MGG_10730.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ pump	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2333	PHI:2095	Uniprot	G4MXG4	Genbank	MGG_10730.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ pump	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2334	PHI:2096	Uniprot	G4MNA5	Genbank	MGG_02074.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2335	PHI:2096	Uniprot	G4MNA5	Genbank	MGG_02074.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2336	PHI:2096	Uniprot	G4MNA5	Genbank	MGG_02074.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2337	PHI:2097	Uniprot	G4NGP6	Genbank	MGG_04066.5	70-15	Neo1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	wild type	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2338	PHI:2097	Uniprot	G4NGP6	Genbank	MGG_04066.5	70-15	Neo1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	wild type	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2339	PHI:2097	Uniprot	G4NGP6	Genbank	MGG_04066.5	70-15	Neo1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	wild type	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2340	PHI:2098	Uniprot	G4N471	Genbank	MGG_05078.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2341	PHI:2098	Uniprot	G4N471	Genbank	MGG_05078.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2342	PHI:2098	Uniprot	G4N471	Genbank	MGG_05078.5	70-15	Calcium-transporting ATPase 3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2343	PHI:2099	Uniprot	G4N2W2	Genbank	MGG_07971.5	70-15	Pmc1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ pump	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced;aberrant	no data found	reduced	reduced	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2344	PHI:2099	Uniprot	G4N2W2	Genbank	MGG_07971.5	70-15	Pmc1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced;aberrant	no data found	reduced	reduced	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2345	PHI:2099	Uniprot	G4N2W2	Genbank	MGG_07971.5	70-15	Pmc1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced;aberrant	no data found	reduced	reduced	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2346	PHI:2100	Uniprot	G4NI28	Genbank	MGG_12005.5	70-15	Spf1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ pump	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	reduced	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2347	PHI:2100	Uniprot	G4NI28	Genbank	MGG_12005.5	70-15	Spf1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	reduced	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2348	PHI:2100	Uniprot	G4NI28	Genbank	MGG_12005.5	70-15	Spf1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ pump	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	reduced	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2349	PHI:2101	Uniprot	G4NCW8	Genbank	MGG_11454.5	70-15	Vacuolar calcium ion transporter	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ exchanger	no data found	no data found	no data found	Unaffected pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2350	PHI:2101	Uniprot	G4NCW8	Genbank	MGG_11454.5	70-15	Vacuolar calcium ion transporter	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ exchanger	no data found	no data found	no data found	Unaffected pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2351	PHI:2101	Uniprot	G4NCW8	Genbank	MGG_11454.5	70-15	Vacuolar calcium ion transporter	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ exchanger	no data found	no data found	no data found	Unaffected pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2352	PHI:2102			Genbank	MGG_01193.5	70-15	Vacuolar calcium ion transporter /H(+) exchanger	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ exchanger	no data found	no data found	no data found	Unaffected pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2353	PHI:2102			Genbank	MGG_01193.5	70-15	Vacuolar calcium ion transporter /H(+) exchanger	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Norin			leaves	Ca2+ exchanger	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2354	PHI:2102			Genbank	MGG_01193.5	70-15	Vacuolar calcium ion transporter /H(+) exchanger	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4564	Wheat	Chinese Spring			leaves	Ca2+ exchanger	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	no comments
Record 2355	PHI:2103	Uniprot	G4NFU3	Genbank	MGG_08710.5	70-15	Vacuolar calcium ion transporter	no data found					PHI:2104	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	Nakaizumi			leaves	Ca2+ exchanger	no data found	no data found	no data found	Unaffected pathogenicity	no data found	yes	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation: silencing		na	AR	18433453	PubMed	doi:10.1111/j.1365-2958.2008.06242.x	Due to high sequence similarity between MGG08710.5 and MGG04159.5, the genes were silenced simultaneously (Table 2). Therefore, the phenotypes of mgg08710.5 and mgg04159.5 knock-down mutants resulted from silencing of both, but not one, of the genes.
